,beta,outbreak_size,system_size,transmissibility,kappa,size_fraction,legend_kappa
303,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
304,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
305,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
306,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
307,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
308,0.2275,183,500,0.3455497382198953,20,0.366,$\kappa = 20$
309,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
310,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
311,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
312,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
313,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
314,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
315,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
316,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
317,0.2275,3,500,0.3455497382198953,20,0.006,$\kappa = 20$
318,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
319,0.2275,125,500,0.3455497382198953,20,0.25,$\kappa = 20$
320,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
321,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
322,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
323,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
324,0.2275,3,500,0.3455497382198953,20,0.006,$\kappa = 20$
325,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
326,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
327,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
328,0.2275,40,500,0.3455497382198953,20,0.08,$\kappa = 20$
329,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
330,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
331,0.2275,3,500,0.3455497382198953,20,0.006,$\kappa = 20$
332,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
333,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
334,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
335,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
336,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
337,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
338,0.2275,103,500,0.3455497382198953,20,0.206,$\kappa = 20$
339,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
340,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
341,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
342,0.2275,1,500,0.3455497382198953,20,0.002,$\kappa = 20$
343,0.2275,2,500,0.3455497382198953,20,0.004,$\kappa = 20$
